context,label_score,label
"Deep learning approaches include two categories: (a) End-to-end image-to-sequence models [18, 36]; (b) Object detection based methods [26, 33, 23].",0.0,Neutral
"However, few vision-based deep learning models for table extraction that have been proposed, with most existing deep learning approaches directly use off-the-shelf object detectors [24, 26, 18] without any major architectural adaptation.",0.0,Neutral
"Also, [23, 26] used different train/test split from the original competition without publishing their split and so cannot be compared directly.",-1.0,P-NR
"used to detect tables by adapting state-of-the-art object detectors such as Faster-RCNN to table detection [26, 18, 6].",0.0,Neutral
[19] adapt Faster R-CNN [17] and FCN to identify their structures and parse the contents.,0.0,Neutral
"We only use 40 images from the dataset for fine-tuning the general model and 198 images for testing, while [18] and [21] used only 34 images for testing and rest of the dataset for training.",0.0,Neutral
"As done by DeepDeSRT [21], to achieve the best possible results, we removed the errors in the ground-truth annotations of the dataset.",0.0,Neutral
"[21] were the first to perform table detection and structure recognition together with a 2 fold system which Faster RCNN for table detection and, Subsequently, deep learning-based semantic segmentation for table structure recognition.",0.0,Neutral
Figure 1: Table Detection Result on ICDAR 2013 dataset [3],0.0,Neutral
1) Faster Recurrent Conventional Neural Network (FRCNN) [2] [3] algorithm to detect the table.,0.0,Neutral
"[3], proposed a deep learning-based approach to detect table and structure recognition of table in Document or Image by using the ICDAR 2013 table completion dataset which containing 67 documents with 238 pages.",0.0,Neutral
"Method proposed in [1, 2] handles the unavailability of large training data by using transfer learning approach with very carefully tuned parameters [2] also uses data augmentation to handle annotated data problem.",0.0,Neutral
"Although both are validated on totally different data sets, F1 score in [1] is 0.",0.0,Neutral
"DL-based techniques are reasonably good in localization [19, 20], and taking inspiration from it [1, 9] have proposed the use of Faster-RCNN.",0.0,Neutral
"In [1, 2], a framework for table detection and recognition is proposed.",0.0,Neutral
"In [1, 2], efforts are made to apply DL-based methods for table localization and detection from image or scanned documents.",0.0,Neutral
The results of the method presented in [2] are validated on publicly available UNLV data set [23] and [1] on ICDAR 2013 data.,0.0,Neutral
"The literature focuses on using NLP-based techniques for data that has a model, template-based techniques for data that does not have a meta-dictionary available and deep learning-based extraction techniques for sequence [26] and image [9] based analysis of the unstructured data.",0.0,Neutral
"Thus, the problem of pattern or relationship extraction is extremely challenging due to the uneven distribution and high degree of variation between different structures [9].",0.0,Neutral
"After that, [21, 24, 29] also leveraged more advanced Faster R-CNN model [19] or Mask R-CNN model [9] to further improve the accuracy of document layout analysis.",0.0,Neutral
Nowadays document image analysis is still a relevant and challenging problem in computer vision [1-4].,0.0,Neutral
"Currently, deep learning techniques are the state of the art approach to deal with computer vision tasks [32]; and, this is also the case for table detection in document images [21, 23, 34].",0.0,Neutral
"This is the approach followed in [11, 34, 36], where they use models trained on natural images to fine-tune their models for table detection.",0.0,Neutral
"Namely, the main algorithm applied in this context is Faster R-CNN [31], that has been directly employed using different backbone architectures [21,23,34], and combined with deformable CNNs [36] or with image transformations [11].",0.0,Neutral
"With the introduction of deep-learning methods, major developments have been made for page objects segmentation and detection [4, 8, 9, 10].",0.0,Neutral
Significant efforts have been invested in the domain of table detection [11] and table structure detection [8].,0.0,Neutral
"Faster-RCNN has been successfully used for page object detection from document images in the recent past [8, 11, 21], but mask-RCNN is used for the very first time to detect objects from document images to the best of the authors’ knowledge.",0.0,Neutral
"For instance, deep networks trained on ImageNet data, which comprises of natural images of various objects, have been shown to perform surprisingly well on various document analysis tasks such as document classification [11] and table detection [12].",0.0,Neutral
[12] as the baseline for our experiment as their approach provides the unprocessed image as an input to the Faster R-CNN for table detection.,0.5,Weak
"[12] presented a data-driven, deep learning approach for table detection.",0.0,Neutral
", paragraphs, figures, lists, tables [48, 38, 30].",0.0,Neutral
"While there are other works [33, 38] that perform table decomposition into rows and columns (which our model is capable of doing), we discuss table detection only in the scope of this paper.",0.0,Neutral
"ion [23]–[25]. In addition, deep neural networks for object detection, such as Faster-RCNN [26], Mask-RCNN [27], and YOLO [28] have been exploited for table detection and row/column segmentation [7], [29]–[31]. Furthermore, graph neural networks are used for table detection and recognition by encoding document images as graphs [5], [32]. There are several tools (see Table II) that can convert tables i",0.0,Neutral
"Altogether, our weak supervision outperforms the state-of-the-art with image-based input (Schreiber et al., 2018) by a considerable margin.",0.5,Weak
The work by Schreiber et al. (2018) draws upon a CNN to perform semantic segmentation of row and column pixels and identifies structure via postprocessing.,0.0,Neutral
"The ICDAR labels now serve as the target dataset, while we continue to use arXivdocs-weak for weak supervision.7 Following (Schreiber et al., 2018), we use a random subset of 50 % of the ICDAR 2013 competition dataset for testing.",0.0,Neutral
"On the other hand, efficient learning is prevented as large-scale training sets are lacking (cf. Arif and Shafait, 2018; Schreiber et al., 2018).",0.0,Neutral
"Earlier attempts for structure parsing on documents focused on a subset of simpler tasks such as segmentation of text regions (Antonacopoulos et al., 2009), locating tables (Zanibbi et al., 2004; Embley et al., 2006), or detecting hierarchical structures in tables (Schreiber et al., 2018).",0.0,Neutral
"Furthermore, (Schreiber et al., 2018) chooses the best system based on the test set as indicated by F1*.",0.0,Neutral
"For instance, nested tables are fairly easy to recognize for human readers, yet detecting them is known to impose computational hurdles (cf. Schreiber et al., 2018).",0.0,Neutral
"(Schreiber et al., 2018) uses a different, non-public 50 % random subset.",-1.0,P-NR
"7 Following (Schreiber et al., 2018), we use a random subset of 50 % of the ICDAR 2013 competition dataset for testing.",0.0,Neutral
"The dataset comes without predefined train/test split; hence, we follow Schreiber et al. (2018) and split the so-called “competition” part of the dataset with a 50%/50%-ratio.",0.5,Weak
"Others build models specifically to extract tables [6, 12, 22, 23, 14, 9], figures [15], and equations [11, 18, 26, 7].",0.0,Neutral
Deep learning based semantic segmentation has been used by Schreiber et al. (2017) where an image of a document is fed to the neural network to identify the rows and columns of a table.,0.0,Neutral
"We can enhance the novel deep learning-based approach for table structure detection, DeepDeSRT [14], as proposed by Sebastian Schreiber et al. The PDF documents can be converted to image format.",0.0,Neutral
"We can enhance the novel deep learning-based approach for table structure detection, DeepDeSRT [14], as proposed by Sebastian Schreiber et al.",0.0,Neutral
"Recently, DeepDeSRT [8] was proposed which uses deep learning for both table detection and table structure recognition, i.",0.0,Neutral
"In DeepDSert, separate models are made for Table detection and structure recognition, which were trained on different datasets such as Marmot for table detection, and the ICDAR 2013 table dataset for table structure recognition.",0.0,Neutral
